,Title,Body,Id,Len_tags,New_len_tags,Tags,Title_bow_lem,Text_bow_lem,Length_bow_title,Length_bow_text,Text_Title
18720,Getting time span between two times in C#?,"<p>I have two textboxes. One for a clock in time and one for clock out. The times will be put in this format:</p>

<pre><code>Hours:Minutes
</code></pre>

<p>Lets say I have clocked in at 7:00 AM and clocked out at 2:00 PM.</p>

<p>With my current code, I get a difference of 2 hours, but it should be 7 hours. How would I do that in C#. I was going to convert to the 24 hour, by letting the user select AM or PM, but I got confused.</p>

<p>So, basically, how would I calculate the difference of hours between the two times?</p>

<p>I tried this, but got 2 hours and not 7 when I plugged in the numbers.</p>

<pre><code>DateTime startTime = Convert.ToDateTime(textBox1.Text);
DateTime endtime = Convert.ToDateTime(textBox2.Text);

TimeSpan duration = startTime - endtime;
</code></pre>
",12521366,3,1,['c#'],time span time,textboxe clock time clock time format let am pm code difference hour hour hour user select pm difference hour time hour number,3,22,time span time textboxe clock time clock time format let am pm code difference hour hour hour user select pm difference hour time hour number
6866,How to remove decimal values from a value of type 'double' in Java,"<p>I am invoking a method called ""calculateStampDuty"", which will return the
amount of stamp duty to be paid on a property. The percentage calculation works
fine, and returns the correct value of ""15000.0"". However, I want to display the value to
the front end user as just ""15000"", so just want to remove the decimal and any preceding values
thereafter. How can this be done? My code is below:</p>

<pre><code>float HouseValue = 150000;
double percentageValue;

percentageValue = calculateStampDuty(10, HouseValue);

private double calculateStampDuty(int PercentageIn, double HouseValueIn){
    double test = PercentageIn * HouseValueIn / 100;
    return test;
}
</code></pre>

<p>I have tried the following:</p>

<ul>
<li><p>Creating a new string which will convert the double value to a string, as per below:</p>

<p><code>String newValue = percentageValue.toString();</code></p></li>
<li><p>I have tried using the 'valueOf' method on the String object, as per below:</p>

<p><code>String total2 = String.valueOf(percentageValue);</code></p></li>
</ul>

<p>However, I just cannot get a value with no decimal places. Does anyone know
in this example how you would get ""15000"" instead of ""15000.0""?</p>

<p>Thanks</p>
",19060406,1,1,['java'],value value type,method amount stamp duty property percentage calculation value value end user value code string value string method string object value place example thank,3,23,value value type method amount stamp duty property percentage calculation value value end user value code string value string method string object value place example thank
17943,awaitable Task based queue,"<p>I'm wondering if there exists an implementation/wrapper for <a href=""http://msdn.microsoft.com/en-us/library/dd267265.aspx"" rel=""noreferrer"">ConcurrentQueue</a>, similar to <a href=""http://msdn.microsoft.com/en-us/library/dd267312.aspx"" rel=""noreferrer"">BlockingCollection</a> where taking from the collection does not block, but is instead asynchronous and will cause an async await until an item is placed in the queue.</p>

<p>I've come up with my own implementation, but it does not seem to be performing as expected. I'm wondering if I'm reinventing something that already exists.</p>

<p>Here's my implementation:</p>

<pre><code>public class MessageQueue&lt;T&gt;
{
    ConcurrentQueue&lt;T&gt; queue = new ConcurrentQueue&lt;T&gt;();

    ConcurrentQueue&lt;TaskCompletionSource&lt;T&gt;&gt; waitingQueue = 
        new ConcurrentQueue&lt;TaskCompletionSource&lt;T&gt;&gt;();

    object queueSyncLock = new object();

    public void Enqueue(T item)
    {
        queue.Enqueue(item);
        ProcessQueues();
    }

    public async Task&lt;T&gt; Dequeue()
    {
        TaskCompletionSource&lt;T&gt; tcs = new TaskCompletionSource&lt;T&gt;();
        waitingQueue.Enqueue(tcs);
        ProcessQueues();
        return tcs.Task.IsCompleted ? tcs.Task.Result : await tcs.Task;
    }

    private void ProcessQueues()
    {
        TaskCompletionSource&lt;T&gt; tcs=null;
        T firstItem=default(T);
        while (true)
        {
            bool ok;
            lock (queueSyncLock)
            {
                ok = waitingQueue.TryPeek(out tcs) &amp;&amp; queue.TryPeek(out firstItem);
                if (ok)
                {
                    waitingQueue.TryDequeue(out tcs);
                    queue.TryDequeue(out firstItem);
                }
            }
            if (!ok) break;
            tcs.SetResult(firstItem);
        }
    }
}
</code></pre>
",7863573,5,1,['c#'],task queue,implementation wrapper collection async await item queue implementation implementation,2,9,task queue implementation wrapper collection async await item queue implementation implementation
15776,android - listview get item view by position,"<p>I have listview with custom adapter (base adapter). I want to get view from listview by position. I tried <code>mListView.getChildAt(position)</code> , but it is not working. How can i get item view by position?</p>
",24811536,4,1,['android'],listview item view position,listview custom adapter base adapter view listview position item view position,4,11,listview item view position listview custom adapter base adapter view listview position item view position
11372,"Python: Number of rows affected by cursor.execute(""SELECT ...)","<p>How can I access the number of rows affected by:</p>

<pre><code>cursor.execute(""SELECT COUNT(*) from result where server_state='2' AND name LIKE '""+digest+""_""+charset+""_%'"")
</code></pre>
",2511679,4,2,"['python', 'sql']",python number rows cursor,number row,4,2,python number rows cursor number row
31306,What does collation mean?,"<p>What does collation mean in SQL, and what does it do?</p>
",4538732,4,2,"['sql', 'mysql']",collation,collation sql,1,2,collation collation sql
28280,The tilde operator in C,"<p>I've seen the tilde operator used in the ELF hashing algorithm, and I'm curious what it does. (The code is <a href=""http://www.eternallyconfuzzled.com/tuts/algorithms/jsw_tut_hashing.aspx"">from Eternally Confused</a>.)</p>

<pre><code>unsigned elf_hash ( void *key, int len )
{
  unsigned char *p = key;
  unsigned h = 0, g;
  int i;

  for ( i = 0; i &lt; len; i++ ) {
    h = ( h &lt;&lt; 4 ) + p[i];
    g = h &amp; 0xf0000000L;

    if ( g != 0 )
      h ^= g &gt;&gt; 24;

    h &amp;= ~g;
  }

  return h;
}
</code></pre>
",7207391,3,2,"['c++', 'c']",operator,operator elf algorithm code,1,4,operator operator elf algorithm code
26273,Multiple Inheritance in PHP,"<p>I'm looking for a good, clean way to go around the fact that PHP5 still doesn't support multiple inheritance. Here's the class hierarchy:</p>

<p>Message<br>
  -- TextMessage<br>
    -------- InvitationTextMessage<br>
  -- EmailMessage<br>
    -------- InvitationEmailMessage  </p>

<p>The two types of Invitation* classes have a lot in common; i'd love to have a common parent class, Invitation, that they both would inherit from. Unfortunately, they also have a lot in common with their current ancestors... TextMessage and EmailMessage. Classical desire for multiple inheritance here. </p>

<p>What's the most light-weight approach to solve the issue? </p>

<p>Thanks!</p>
",90982,3,1,['php'],inheritance php,way fact php support inheritance class hierarchy message textmessage emailmessage type invitation class lot love parent class invitation lot ancestor desire inheritance weight approach issue thank,2,26,inheritance php way fact php support inheritance class hierarchy message textmessage emailmessage type invitation class lot love parent class invitation lot ancestor desire inheritance weight approach issue thank
7637,Capturing image from webcam in java?,"<p>How can I continuously capture images from a webcam?</p>

<p>I want to experiment with object recognition (by maybe using java media framework). </p>

<p>I was thinking of creating two threads</p>

<p>one thread:</p>

<ul>
<li>Node 1: capture live image</li>
<li>Node 2: save image as ""1.jpg""</li>
<li>Node 3: wait 5 seconds</li>
<li>Node 4: repeat...</li>
</ul>

<p>other thread:</p>

<ul>
<li>Node 1: wait until image is captured</li>
<li>Node 2: using the ""1.jpg"" get colors
from every pixle</li>
<li>Node 3: save data in arrays</li>
<li>Node 4: repeat...</li>
</ul>
",276292,4,1,['java'],image webcam,image webcam object recognition medium framework thread node capture save image jpg node repeat thread node wait image capturednode jpg color save datum repeat,2,24,image webcam image webcam object recognition medium framework thread node capture save image jpg node repeat thread node wait image capturednode jpg color save datum repeat
29498,How to stick a footer to bottom in css?,"<p>I am having the classic problem for the positioning of a Footer on the bottom of the browser. I've tried methods including <a href=""http://ryanfait.com/resources/footer-stick-to-bottom-of-page/"" rel=""noreferrer"">http://ryanfait.com/resources/footer-stick-to-bottom-of-page/</a> but to no good result: my footer always keeps appearing in the middle of the browser window in both FF and IE. </p>

<p>In the HTML i got this simple structure</p>

<pre><code>&lt;form&gt;
 ...
 &lt;div class=Main /&gt;
 &lt;div id=Footer /&gt;
&lt;/form&gt;
</code></pre>

<p>Here is the css code that is relevant for the css footer problem:</p>

<pre><code>    *
    {
        margin: 0;
    }


html, body
{
    height: 100%;
}


    #Footer
    {
        background-color: #004669;
        font-family: Tahoma, Arial;
        font-size: 0.7em;
        color: White;
        position: relative;
        height: 4em;
    }



    .Main
    {
        position:relative;
        min-height:100%;
        height:auto !important;
        height:100%;

        /*top: 50px;*/

        margin: 0 25% -4em 25%;

        font-family: Verdana, Arial, Tahoma, Times New Roman;
        font-size: 0.8em;
        word-spacing: 1px;
        line-height: 170%;
        /*padding-bottom: 40px;*/
    }
</code></pre>

<p>Where am I doing wrong? I really have tried everything. 
If I missed any useful info please let me know.</p>

<p>Thank you for any suggestion in advance.</p>

<p>Regards,</p>

<hr>

<p>thank you all for your answers.
it worked with:</p>

<pre><code>position:absolute;
    width:100%;
    bottom:0px;
</code></pre>

<p>setting position:fixed did not work in IE for some reason(Still showed footer in the middle of the browser), only worked for FF.</p>
",1488565,2,1,['css'],footer bottom css,problem positioning footer bottom browser method result footer middle browser window html structurehere css code css footer problem wrong info suggestion advance regard answer position reason footer middle browser,3,29,footer bottom css problem positioning footer bottom browser method result footer middle browser window html structurehere css code css footer problem wrong info suggestion advance regard answer position reason footer middle browser
